"id";"source";"name_short";"name_full";"name_norm";"born";"died";"linkname";"nationality";"region";"description";"image";"imgfull";"pageurl";"wordcount";"introduction";"rank";"spotify";"clicks";"catalogued";"female";"general";"view";"preview_music";"tier"
98;"Alexander Glazunov";"Glazunov";"Alexander Glazunov";"Alexander Glazunov";1865;1936;"Alexander_Glazunov";"Russian Federation";"D Russia";"Russian composer, music teacher and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Glazunov_by_Repin.jpg/222px-Glazunov_by_Repin.jpg";"https://upload.wikimedia.org/wikipedia/commons/3/3d/Glazunov_by_Repin.jpg";"https://en.wikipedia.org/wiki/Alexander_Glazunov";3568;"Alexander Konstantinovich Glazunov was a Russian composer, music teacher, and conductor of the late Russian Romantic period. He served as director of the Saint Petersburg Conservatory between 1905 and 1928 and was instrumental in the reorganization of the institute into the Petrograd Conservatory, then the Leningrad Conservatory, following the Bolshevik Revolution. He continued heading the Conservatory until 1930, though he had left the Soviet Union in 1928 and did not return. The best-known student under his tenure during the early Soviet years was Dmitri Shostakovich.";0.58;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/bf16f79d93382559515228bcb2cd236eb12880a7?cid=3796d35078a440fd9c34dd8eefe7d600";2
99;"Carlo Gesualdo";"Gesualdo";"Carlo Gesualdo";"Carlo Gesualdo";1566;1613;"Carlo_Gesualdo";"Italy";"C Italy";"Prince of Venosa and Count of Conza, Italian composer, lutenist and murderer";"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Gesualdo3.jpg/243px-Gesualdo3.jpg";"https://upload.wikimedia.org/wikipedia/commons/e/e7/Gesualdo3.jpg";"https://en.wikipedia.org/wiki/Carlo_Gesualdo";4082;"Carlo Gesualdo da Venosa was Prince of Venosa and Count of Conza. As a composer he is best known for writing intensely expressive madrigals and pieces of sacred music that use a chromatic language not heard again until the late 19th century. The best known fact of his life is his brutal and violent killing of his first wife and her aristocratic lover upon finding them in flagrante delicto. The fascination for his music and for his crimes have gone hand in hand.";0.16;"";6;0;0;0;0;"https://p.scdn.co/mp3-preview/43a72eca51f6727388be572cffcce1fbaff3f095?cid=3796d35078a440fd9c34dd8eefe7d600";2
100;"Johann Pachelbel";"Pachelbel";"Johann Pachelbel";"Johann Pachelbel";1653;1706;"Johann_Pachelbel";"Germany";"A Austria-Germany";"German composer, organist and teacher";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Pachelbel_signature.gif/320px-Pachelbel_signature.gif";"https://upload.wikimedia.org/wikipedia/commons/c/c8/Pachelbel_signature.gif";"https://en.wikipedia.org/wiki/Johann_Pachelbel";7413;"Johann Pachelbel was a German composer, organist, and teacher who brought the south German organ schools to its peak. He composed a large body of sacred and secular music, and his contributions to the development of the chorale prelude and fugue have earned him a place among the most important composers of the middle Baroque era.";0.19;"{""context_uri"":""spotify:album:1jFczvhRSSp5v3FlaDKHCR"",""offset"":{""position"":13},""position_ms"":0}";18;0;0;0;0;"https://p.scdn.co/mp3-preview/11520e50161144daea981e37c3713709fb682904?cid=3796d35078a440fd9c34dd8eefe7d600";2
101;"Max Bruch";"Bruch";"Max Bruch";"Max Bruch";1838;1920;"Max_Bruch";"Germany";"A Austria-Germany";"German romantic composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Max_bruch.jpg/219px-Max_bruch.jpg";"https://upload.wikimedia.org/wikipedia/commons/f/f5/Max_bruch.jpg";"https://en.wikipedia.org/wiki/Max_Bruch";1642;"Max Christian Friedrich Bruch, also known as Max Karl August Bruch, was a German Romantic composer and conductor who wrote over 200 works, including three violin concertos, the first of which has become a staple of the violin repertory.";0.55;"{""context_uri"":""spotify:album:0HVxeWHCCZhndxGCmUYXIA"",""offset"":{""position"":0},""position_ms"":72000}";8;1;0;0;0;"https://p.scdn.co/mp3-preview/4fa10e2655ff9f0af8232816c6cf50994a41dea8?cid=3796d35078a440fd9c34dd8eefe7d600";2
102;"Emmanuel Chabrier";"Chabrier";"Emmanuel Chabrier";"Emmanuel Chabrier";1841;1894;"Emmanuel_Chabrier";"France";"B France-Belgium";"French Romantic composer and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Emmanuel_Chabrier.jpg/320px-Emmanuel_Chabrier.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/ce/Emmanuel_Chabrier.jpg";"https://en.wikipedia.org/wiki/Emmanuel_Chabrier";6261;"Alexis-Emmanuel Chabrier was a Romantic composer and pianist, born in Ambert, central France. His bourgeois family did not approve of a musical career for him, and his studies at law school in Paris to the age of thirty-nine he worked as a civil servant, while immersing himself in the modernist artistic life of the French capital, and composing in his spare time. From 1880 until his final illness he was a full-time composer.";0.18;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/62f8b78beade164d6a779693fbc2f05367a3befb?cid=3796d35078a440fd9c34dd8eefe7d600";0
103;"Léo Delibes";"Delibes";"Léo Delibes";"Leo Delibes";1836;1891;"Léo_Delibes";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Delibes_Leo_Luckhard.png/225px-Delibes_Leo_Luckhard.png";"https://upload.wikimedia.org/wikipedia/commons/2/24/Delibes_Leo_Luckhard.png";"https://en.wikipedia.org/wiki/Léo_Delibes";725;"Clément Philibert Léo Delibes was a French composer of the Romantic era (1815–1910), who specialised in ballets, operas, and other works for the stage. His most notable works include the ballets Coppélia (1870) and Sylvia (1876), as well as the operas Le roi l'a dit (1873) and Lakmé (1883).";0.47;"";9;0;0;0;0;"https://p.scdn.co/mp3-preview/8d568faae2b01133bb526b84fcfe271364a1ad06?cid=3796d35078a440fd9c34dd8eefe7d600";2
104;"Ruggero Leoncavallo";"Leoncavallo";"Ruggero Leoncavallo";"Ruggero Leoncavallo";1857;1919;"Ruggero_Leoncavallo";"Italy";"C Italy";"Italian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Leonkavallo_Postcard-1910.jpg/215px-Leonkavallo_Postcard-1910.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/0d/Leonkavallo_Postcard-1910.jpg";"https://en.wikipedia.org/wiki/Ruggero_Leoncavallo";2376;"Ruggero  Leoncavallo was an Italian opera composer and librettist. Although he produced numerous operas and other songs throughout his career it is his opera Pagliacci (1892) that remained his lasting contribution, despite attempts to escape the shadow of his greatest success.";0.48;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/31d6412f98f5bb36bca31d1ebd64adbbff6883e4?cid=3796d35078a440fd9c34dd8eefe7d600";2
105;"Pietro Mascagni";"Mascagni";"Pietro Mascagni";"Pietro Mascagni";1863;1945;"Pietro_Mascagni";"Italy";"C Italy";"Italian composer known for operas";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Pietro_Mascagni_2.jpg/228px-Pietro_Mascagni_2.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/7c/Pietro_Mascagni_2.jpg";"https://en.wikipedia.org/wiki/Pietro_Mascagni";2422;"Pietro Antonio Stefano Mascagni was an Italian composer most noted for his operas. His 1890 masterpiece Cavalleria Rusticana caused one of the greatest sensations in opera history and single-handedly ushered in the Verismo movement in Italian dramatic music. While it was often held that Mascagni, like Leoncavallo, was a ""one-opera man"" who could never repeat his first success, L'amico Fritz and Iris have remained in the repertoire in Europe since their premieres. Mascagni said that at one point, Iris was performed in Italy more often than Cavalleria.";0.6;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/857ebc6c86a4a73bcf1a1c252689207e0bfadfcd?cid=3796d35078a440fd9c34dd8eefe7d600";2
106;"Jacques Offenbach";"Offenbach";"Jacques Offenbach";"Jacques Offenbach";1819;1880;"Jacques_Offenbach";"Germany";"B France-Belgium";"German-born French composer, cellist and impresario";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Jacques_Offenbach_by_Nadar.jpg/208px-Jacques_Offenbach_by_Nadar.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/c1/Jacques_Offenbach_by_Nadar.jpg";"https://en.wikipedia.org/wiki/Jacques_Offenbach";11522;"Jacques Offenbach was a German-French composer, cellist and impresario of the romantic period. He is remembered for his nearly 100 operettas of the 1850s–1870s and his uncompleted opera The Tales of Hoffmann. He was a powerful influence on later composers of the operetta genre, particularly Johann Strauss, Jr. and Arthur Sullivan. His best-known works were continually revived during the 20th century, and many of his operettas continue to be staged in the 21st. The Tales of Hoffmann remains part of the standard opera repertory.";0.69;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/78c6a63de552b7bbf6ad04ed6f367bb342ac1817?cid=3796d35078a440fd9c34dd8eefe7d600";2
107;"Arthur Honegger";"Honegger";"Arthur Honegger";"Arthur Honegger";1892;1955;"Arthur_Honegger";"Switzerland";"B France-Belgium";"Swiss composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Arthur_Honegger_b_Meurisse_1928.jpg/225px-Arthur_Honegger_b_Meurisse_1928.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/d6/Arthur_Honegger_b_Meurisse_1928.jpg";"https://en.wikipedia.org/wiki/Arthur_Honegger";1682;"Arthur Honegger was a Swiss composer, who was born in France and lived a large part of his life in Paris. He was a member of Les Six. His most frequently performed work is probably the orchestral work Pacific 231, which was inspired by the sound of a steam locomotive.";0.54;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/860b2ed3e9f8eda8c40206cfcc7b72103e478d95?cid=3796d35078a440fd9c34dd8eefe7d600";0
108;"Ernst Krenek";"Krenek";"Ernst Krenek";"Ernst Krenek";1900;1991;"Ernst_Krenek";"Austria";"H United States";"Austrian/American composer";"";"";"https://en.wikipedia.org/wiki/Ernst_Krenek";2061;"Ernst Krenek was an Austrian, later American, composer of Czech origin. He explored atonality and other modern styles and wrote a number of books, including Music Here and Now (1939), a study of Johannes Ockeghem (1953), and Horizons Circled: Reflections on my Music (1974). Krenek wrote two pieces using the pseudonym Thornton Winsloe.";0.15;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/a5bfa05ae4f729383082b4f8b745c8158c5a3bf9?cid=3796d35078a440fd9c34dd8eefe7d600";0
109;"Helmut Lachenmann";"Lachenmann";"Helmut Lachenmann";"Helmut Lachenmann";1935;2050;"Helmut_Lachenmann";"Germany";"A Austria-Germany";"German composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Lachenmann.jpg/320px-Lachenmann.jpg";"https://upload.wikimedia.org/wikipedia/commons/9/99/Lachenmann.jpg";"https://en.wikipedia.org/wiki/Helmut_Lachenmann";1397;"Helmut Friedrich Lachenmann is a German composer of contemporary classical music. His work has been associated with ""instrumental musique concrète"".";0.06;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/2393131016cbeb04ab1238d116a098e324e52f64?cid=3796d35078a440fd9c34dd8eefe7d600";3
110;"Franz Lehár";"Lehár";"Franz Lehár";"Franz Lehar";1870;1948;"Franz_Lehár";"Slovakia";"A Austria-Germany";"Austrian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Bain_News_Service_-_Franz_Leh%C3%A1r.jpg/225px-Bain_News_Service_-_Franz_Leh%C3%A1r.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/72/Bain_News_Service_-_Franz_Leh%C3%A1r.jpg";"https://en.wikipedia.org/wiki/Franz_Lehár";1590;"Franz Lehár was an Austro-Hungarian composer. He is mainly known for his operettas, of which the most successful and best known is The Merry Widow.";0.07;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/51fd7925775fa8627d4c16a639af675146197965?cid=3796d35078a440fd9c34dd8eefe7d600";0
111;"György Ligeti";"Ligeti";"György Ligeti";"Gyorgy Ligeti";1923;2006;"György_Ligeti";"Hungary";"E Slavic Countries";"Hungarian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Gy%C3%B6rgy_Ligeti_%281984%29.jpg/213px-Gy%C3%B6rgy_Ligeti_%281984%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/4/4e/Gy%C3%B6rgy_Ligeti_%281984%29.jpg";"https://en.wikipedia.org/wiki/György_Ligeti";5815;"György Sándor Ligeti was a Hungarian-Austrian composer of contemporary classical music. He has been described as ""one of the most important avant-garde composers in the latter half of the twentieth century"" and ""one of the most innovative and influential among progressive figures of his time"".";0.69;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/af13e3afae187d36d2871b48c308d55c99a24334?cid=3796d35078a440fd9c34dd8eefe7d600";2
112;"Witold Lutosławski";"Lutosławski";"Witold Lutosławski";"Witold Lutoslawski";1913;1994;"Witold_Lutosławski";"Poland";"E Slavic Countries";"Polish composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Lutoslawski3.jpg/211px-Lutoslawski3.jpg";"https://upload.wikimedia.org/wikipedia/commons/e/e2/Lutoslawski3.jpg";"https://en.wikipedia.org/wiki/Witold_Lutosławski";5643;"Witold Roman Lutosławski was a Polish composer and orchestral conductor. He was one of the major European composers of the 20th century, and one of the preeminent Polish musicians during his last three decades. He earned many international awards and prizes. His compositions include four symphonies, a Concerto for Orchestra, a string quartet, instrumental works, concertos, and orchestral song cycles.";0.45;"";1;1;0;1;0;"https://p.scdn.co/mp3-preview/d0c598dfc054d00c8d0cfc6ff60fcc4efa554f87?cid=3796d35078a440fd9c34dd8eefe7d600";2
113;"Luigi Nono";"Nono";"Luigi Nono";"Luigi Nono";1924;1990;"Luigi_Nono";"Italy";"C Italy";"Italian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Luigi_Nono_%281979%29.jpg/240px-Luigi_Nono_%281979%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/6/67/Luigi_Nono_%281979%29.jpg";"https://en.wikipedia.org/wiki/Luigi_Nono";5728;"Luigi Nono was an Italian avant-garde composer of classical music.";0.18;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/ab1b60b49f23a44ce31ebdeeca6eed52f24c3978?cid=3796d35078a440fd9c34dd8eefe7d600";2
114;"Michael Nyman";"Nyman";"Michael Nyman";"Michael Nyman";1944;2050;"Michael_Nyman";"United Kingdom";"C2 England";"English composer of minimalist music, pianist, librettist and musicologist";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Michael_Nyman.jpg/216px-Michael_Nyman.jpg";"https://upload.wikimedia.org/wikipedia/commons/a/a2/Michael_Nyman.jpg";"https://en.wikipedia.org/wiki/Michael_Nyman";3718;"Michael Laurence Nyman, CBE is an English composer of minimalist music, pianist, librettist and musicologist, known for numerous film scores, and his multi-platinum soundtrack album to Jane Campion's The Piano. He has written a number of operas, including The Man Who Mistook His Wife for a Hat; Letters, Riddles and Writs; Noises, Sounds & Sweet Airs; Facing Goya; Man and Boy: Dada; Love Counts; and Sparkie: Cage and Beyond. He has written six concerti, five string quartets, and many other chamber works, many for his Michael Nyman Band. He is also a performing pianist. Nyman prefers to write opera rather than other forms of music.";0.15;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/42be21551648215f375c36a99ed62ac34925f0da?cid=3796d35078a440fd9c34dd8eefe7d600";3
115;"Arvo Pärt";"Pärt";"Arvo Pärt";"Arvo Part";1935;2050;"Arvo_Pärt";"Estonia";"E Slavic Countries";"Estonian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Arvo_P%C3%A4rt.jpg/256px-Arvo_P%C3%A4rt.jpg";"https://upload.wikimedia.org/wikipedia/commons/9/94/Arvo_P%C3%A4rt.jpg";"https://en.wikipedia.org/wiki/Arvo_Pärt";2857;"Arvo Pärt is an Estonian composer of classical and religious music. Since the late 1970s, Pärt has worked in a minimalist style that employs his self-invented compositional technique, tintinnabuli. Pärt's music is in part inspired by Gregorian chant. His most performed works include Fratres (1977), Spiegel im Spiegel (1978), and Für Alina (1976). Since 2011 Pärt has been the most performed living composer in the world.";0.13;"";5;0;0;0;0;"https://p.scdn.co/mp3-preview/47070ab8333d22e8be905dbf8b7ecda94fbf1259?cid=3796d35078a440fd9c34dd8eefe7d600";2
116;"Harry Partch";"Partch";"Harry Partch";"Harry Partch";1901;1974;"Harry_Partch";"United States";"H United States";"composer from the United States";"https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Harry_Partch_album_scan_headshot.jpg/233px-Harry_Partch_album_scan_headshot.jpg";"https://upload.wikimedia.org/wikipedia/en/6/6d/Harry_Partch_album_scan_headshot.jpg";"https://en.wikipedia.org/wiki/Harry_Partch";4294;"Harry Partch was an American composer, music theorist, and creator of musical instruments. He composed using scales of unequal intervals in just intonation, and was one of the first 20th-century composers in the West to work systematically with microtonal scales. He built custom-made instruments in these tunings on which to play his compositions, and described his theory and practice in his book Genesis of a Music (1947).";0.16;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/a86a9e101a418622ece58b409b2939ce73cf34a9?cid=3796d35078a440fd9c34dd8eefe7d600";0
117;"Krzysztof Penderecki";"Penderecki";"Krzysztof Penderecki";"Krzysztof Penderecki";1933;2020;"Krzysztof_Penderecki";"Poland";"E Slavic Countries";"Polish composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Krzysztof_Penderecki_20080706.jpg/213px-Krzysztof_Penderecki_20080706.jpg";"https://upload.wikimedia.org/wikipedia/commons/6/66/Krzysztof_Penderecki_20080706.jpg";"https://en.wikipedia.org/wiki/Krzysztof_Penderecki";3031;"Krzysztof Eugeniusz Penderecki is a Polish composer and conductor. The Guardian has called him Poland's greatest living composer. Among his best known works are Threnody to the Victims of Hiroshima,  Symphony No. 3, his St. Luke Passion, Polish Requiem, Anaklasis and Utrenja. Penderecki composed four operas, eight symphonies and other orchestral pieces, a variety of instrumental concertos, choral settings of mainly religious texts, as well as chamber and instrumental works.";0.42;"{""context_uri"":""spotify:album:6swML7zsaTpAZql7uwYZ6I"",""offset"":{""position"":9},""position_ms"":472000}";3;0;0;0;0;"https://p.scdn.co/mp3-preview/0cf1b72408db05df631f91331dd920e5b3c28b22?cid=3796d35078a440fd9c34dd8eefe7d600";2
